mpg,cylinders,displacement,horsepower,weight,acceleration,model_year,origin,name,mean_imputed_mpg,mean_imputed_cylinders,mean_imputed_displacement,mean_imputed_weight,mean_imputed_acceleration,mean_imputed_model_year,mean_imputed_origin,median_imputed_mpg,median_imputed_cylinders,median_imputed_displacement,median_imputed_weight,median_imputed_acceleration,median_imputed_model_year,median_imputed_origin,constant_imputed_mpg,constant_imputed_cylinders,constant_imputed_displacement,constant_imputed_weight,constant_imputed_acceleration,constant_imputed_model_year,constant_imputed_origin,most_frequent_imputed_horsepower,most_frequent_imputed_name,constant_imputed_horsepower,constant_imputed_name,custom_value_imputed_horsepower,custom_value_imputed_name
14.0,8,318.0,150,4077,14.0,72,1,plymouth satellite custom (sw),14.0,8.0,318.0,4077.0,14.0,72.0,1.0,14.0,8.0,318.0,4077.0,14.0,72.0,1.0,14.0,8.0,318.0,4077.0,14.0,72.0,1.0,150,plymouth satellite custom (sw),150,plymouth satellite custom (sw),150,plymouth satellite custom (sw)
18.0,4,121.0,112,2933,14.5,72,2,volvo 145e (sw),18.0,4.0,121.0,2933.0,14.5,72.0,2.0,18.0,4.0,121.0,2933.0,14.5,72.0,2.0,18.0,4.0,121.0,2933.0,14.5,72.0,2.0,112,volvo 145e (sw),112,volvo 145e (sw),112,volvo 145e (sw)
22.0,4,121.0,76,2511,18.0,72,2,volkswagen 411 (sw),22.0,4.0,121.0,2511.0,18.0,72.0,2.0,22.0,4.0,121.0,2511.0,18.0,72.0,2.0,22.0,4.0,121.0,2511.0,18.0,72.0,2.0,76,volkswagen 411 (sw),76,volkswagen 411 (sw),76,volkswagen 411 (sw)
21.0,4,120.0,87,2979,19.5,72,2,peugeot 504 (sw),21.0,4.0,120.0,2979.0,19.5,72.0,2.0,21.0,4.0,120.0,2979.0,19.5,72.0,2.0,21.0,4.0,120.0,2979.0,19.5,72.0,2.0,87,peugeot 504 (sw),87,peugeot 504 (sw),87,peugeot 504 (sw)
26.0,4,96.0,69,2189,18.0,72,2,renault 12 (sw),26.0,4.0,96.0,2189.0,18.0,72.0,2.0,26.0,4.0,96.0,2189.0,18.0,72.0,2.0,26.0,4.0,96.0,2189.0,18.0,72.0,2.0,69,renault 12 (sw),69,renault 12 (sw),69,renault 12 (sw)
22.0,4,122.0,86,2395,16.0,72,1,ford pinto (sw),22.0,4.0,122.0,2395.0,16.0,72.0,1.0,22.0,4.0,122.0,2395.0,16.0,72.0,1.0,22.0,4.0,122.0,2395.0,16.0,72.0,1.0,86,ford pinto (sw),86,ford pinto (sw),86,ford pinto (sw)
28.0,4,97.0,92,2288,17.0,72,3,datsun 510 (sw),28.0,4.0,97.0,2288.0,17.0,72.0,3.0,28.0,4.0,97.0,2288.0,17.0,72.0,3.0,28.0,4.0,97.0,2288.0,17.0,72.0,3.0,92,datsun 510 (sw),92,datsun 510 (sw),92,datsun 510 (sw)
23.0,4,120.0,97,2506,14.5,72,3,toyouta corona mark ii (sw),23.0,4.0,120.0,2506.0,14.5,72.0,3.0,23.0,4.0,120.0,2506.0,14.5,72.0,3.0,23.0,4.0,120.0,2506.0,14.5,72.0,3.0,97,toyouta corona mark ii (sw),97,toyouta corona mark ii (sw),97,toyouta corona mark ii (sw)
28.0,4,98.0,80,2164,15.0,72,1,dodge colt (sw),28.0,4.0,98.0,2164.0,15.0,72.0,1.0,28.0,4.0,98.0,2164.0,15.0,72.0,1.0,28.0,4.0,98.0,2164.0,15.0,72.0,1.0,80,dodge colt (sw),80,dodge colt (sw),80,dodge colt (sw)
27.0,4,97.0,88,2100,16.5,72,3,toyota corolla 1600 (sw),27.0,4.0,97.0,2100.0,16.5,72.0,3.0,27.0,4.0,97.0,2100.0,16.5,72.0,3.0,27.0,4.0,97.0,2100.0,16.5,72.0,3.0,88,toyota corolla 1600 (sw),88,toyota corolla 1600 (sw),88,toyota corolla 1600 (sw)
13.0,8,350.0,175,4100,13.0,73,1,buick century 350,13.0,8.0,350.0,4100.0,13.0,73.0,1.0,13.0,8.0,350.0,4100.0,13.0,73.0,1.0,13.0,8.0,350.0,4100.0,13.0,73.0,1.0,175,buick century 350,175,buick century 350,175,buick century 350
14.0,8,304.0,150,3672,11.5,73,1,amc matador,14.0,8.0,304.0,3672.0,11.5,73.0,1.0,14.0,8.0,304.0,3672.0,11.5,73.0,1.0,14.0,8.0,304.0,3672.0,11.5,73.0,1.0,150,amc matador,150,amc matador,150,amc matador
13.0,8,350.0,145,3988,13.0,73,1,chevrolet malibu,13.0,8.0,350.0,3988.0,13.0,73.0,1.0,13.0,8.0,350.0,3988.0,13.0,73.0,1.0,13.0,8.0,350.0,3988.0,13.0,73.0,1.0,145,chevrolet malibu,145,chevrolet malibu,145,chevrolet malibu
14.0,8,302.0,137,4042,14.5,73,1,ford gran torino,14.0,8.0,302.0,4042.0,14.5,73.0,1.0,14.0,8.0,302.0,4042.0,14.5,73.0,1.0,14.0,8.0,302.0,4042.0,14.5,73.0,1.0,137,ford gran torino,137,ford gran torino,137,ford gran torino
15.0,8,318.0,150,3777,12.5,73,1,dodge coronet custom,15.0,8.0,318.0,3777.0,12.5,73.0,1.0,15.0,8.0,318.0,3777.0,12.5,73.0,1.0,15.0,8.0,318.0,3777.0,12.5,73.0,1.0,150,dodge coronet custom,150,dodge coronet custom,150,dodge coronet custom
12.0,8,429.0,198,4952,11.5,73,1,mercury marquis brougham,12.0,8.0,429.0,4952.0,11.5,73.0,1.0,12.0,8.0,429.0,4952.0,11.5,73.0,1.0,12.0,8.0,429.0,4952.0,11.5,73.0,1.0,198,mercury marquis brougham,198,mercury marquis brougham,198,mercury marquis brougham
13.0,8,400.0,150,4464,12.0,73,1,chevrolet caprice classic,13.0,8.0,400.0,4464.0,12.0,73.0,1.0,13.0,8.0,400.0,4464.0,12.0,73.0,1.0,13.0,8.0,400.0,4464.0,12.0,73.0,1.0,150,chevrolet caprice classic,150,chevrolet caprice classic,150,chevrolet caprice classic
13.0,8,351.0,158,4363,13.0,73,1,ford ltd,13.0,8.0,351.0,4363.0,13.0,73.0,1.0,13.0,8.0,351.0,4363.0,13.0,73.0,1.0,13.0,8.0,351.0,4363.0,13.0,73.0,1.0,158,ford ltd,158,ford ltd,158,ford ltd
14.0,8,318.0,150,4237,14.5,73,1,plymouth fury gran sedan,14.0,8.0,318.0,4237.0,14.5,73.0,1.0,14.0,8.0,318.0,4237.0,14.5,73.0,1.0,14.0,8.0,318.0,4237.0,14.5,73.0,1.0,150,plymouth fury gran sedan,150,plymouth fury gran sedan,150,plymouth fury gran sedan
13.0,8,440.0,215,4735,11.0,73,1,chrysler new yorker brougham,13.0,8.0,440.0,4735.0,11.0,73.0,1.0,13.0,8.0,440.0,4735.0,11.0,73.0,1.0,13.0,8.0,440.0,4735.0,11.0,73.0,1.0,215,chrysler new yorker brougham,215,chrysler new yorker brougham,215,chrysler new yorker brougham
12.0,8,455.0,225,4951,11.0,73,1,buick electra 225 custom,12.0,8.0,455.0,4951.0,11.0,73.0,1.0,12.0,8.0,455.0,4951.0,11.0,73.0,1.0,12.0,8.0,455.0,4951.0,11.0,73.0,1.0,225,buick electra 225 custom,225,buick electra 225 custom,225,buick electra 225 custom
13.0,8,360.0,175,3821,11.0,73,1,amc ambassador brougham,13.0,8.0,360.0,3821.0,11.0,73.0,1.0,13.0,8.0,360.0,3821.0,11.0,73.0,1.0,13.0,8.0,360.0,3821.0,11.0,73.0,1.0,175,amc ambassador brougham,175,amc ambassador brougham,175,amc ambassador brougham
18.0,6,225.0,105,3121,16.5,73,1,plymouth valiant,18.0,6.0,225.0,3121.0,16.5,73.0,1.0,18.0,6.0,225.0,3121.0,16.5,73.0,1.0,18.0,6.0,225.0,3121.0,16.5,73.0,1.0,105,plymouth valiant,105,plymouth valiant,105,plymouth valiant
16.0,6,250.0,100,3278,18.0,73,1,chevrolet nova custom,16.0,6.0,250.0,3278.0,18.0,73.0,1.0,16.0,6.0,250.0,3278.0,18.0,73.0,1.0,16.0,6.0,250.0,3278.0,18.0,73.0,1.0,100,chevrolet nova custom,100,chevrolet nova custom,100,chevrolet nova custom
18.0,6,232.0,100,2945,16.0,73,1,amc hornet,18.0,6.0,232.0,2945.0,16.0,73.0,1.0,18.0,6.0,232.0,2945.0,16.0,73.0,1.0,18.0,6.0,232.0,2945.0,16.0,73.0,1.0,100,amc hornet,100,amc hornet,100,amc hornet
18.0,6,250.0,88,3021,16.5,73,1,ford maverick,18.0,6.0,250.0,3021.0,16.5,73.0,1.0,18.0,6.0,250.0,3021.0,16.5,73.0,1.0,18.0,6.0,250.0,3021.0,16.5,73.0,1.0,88,ford maverick,88,ford maverick,88,ford maverick
23.0,6,198.0,95,2904,16.0,73,1,plymouth duster,23.0,6.0,198.0,2904.0,16.0,73.0,1.0,23.0,6.0,198.0,2904.0,16.0,73.0,1.0,23.0,6.0,198.0,2904.0,16.0,73.0,1.0,95,plymouth duster,95,plymouth duster,95,plymouth duster
26.0,4,97.0,46,1950,21.0,73,2,volkswagen super beetle,26.0,4.0,97.0,1950.0,21.0,73.0,2.0,26.0,4.0,97.0,1950.0,21.0,73.0,2.0,26.0,4.0,97.0,1950.0,21.0,73.0,2.0,46,volkswagen super beetle,46,volkswagen super beetle,46,volkswagen super beetle
11.0,8,400.0,150,4997,14.0,73,1,chevrolet impala,11.0,8.0,400.0,4997.0,14.0,73.0,1.0,11.0,8.0,400.0,4997.0,14.0,73.0,1.0,11.0,8.0,400.0,4997.0,14.0,73.0,1.0,150,chevrolet impala,150,chevrolet impala,150,chevrolet impala
12.0,8,400.0,167,4906,12.5,73,1,ford country,12.0,8.0,400.0,4906.0,12.5,73.0,1.0,12.0,8.0,400.0,4906.0,12.5,73.0,1.0,12.0,8.0,400.0,4906.0,12.5,73.0,1.0,167,ford country,167,ford country,167,ford country
13.0,8,360.0,170,4654,13.0,73,1,plymouth custom suburb,13.0,8.0,360.0,4654.0,13.0,73.0,1.0,13.0,8.0,360.0,4654.0,13.0,73.0,1.0,13.0,8.0,360.0,4654.0,13.0,73.0,1.0,170,plymouth custom suburb,170,plymouth custom suburb,170,plymouth custom suburb
12.0,8,350.0,180,4499,12.5,73,1,oldsmobile vista cruiser,12.0,8.0,350.0,4499.0,12.5,73.0,1.0,12.0,8.0,350.0,4499.0,12.5,73.0,1.0,12.0,8.0,350.0,4499.0,12.5,73.0,1.0,180,oldsmobile vista cruiser,180,oldsmobile vista cruiser,180,oldsmobile vista cruiser
18.0,6,232.0,100,2789,15.0,73,1,amc gremlin,18.0,6.0,232.0,2789.0,15.0,73.0,1.0,18.0,6.0,232.0,2789.0,15.0,73.0,1.0,18.0,6.0,232.0,2789.0,15.0,73.0,1.0,100,amc gremlin,100,amc gremlin,100,amc gremlin
20.0,4,97.0,88,2279,19.0,73,3,toyota carina,20.0,4.0,97.0,2279.0,19.0,73.0,3.0,20.0,4.0,97.0,2279.0,19.0,73.0,3.0,20.0,4.0,97.0,2279.0,19.0,73.0,3.0,88,toyota carina,88,toyota carina,88,toyota carina
21.0,4,140.0,72,2401,19.5,73,1,chevrolet vega,21.0,4.0,140.0,2401.0,19.5,73.0,1.0,21.0,4.0,140.0,2401.0,19.5,73.0,1.0,21.0,4.0,140.0,2401.0,19.5,73.0,1.0,72,chevrolet vega,72,chevrolet vega,72,chevrolet vega
22.0,4,108.0,94,2379,16.5,73,3,datsun 610,22.0,4.0,108.0,2379.0,16.5,73.0,3.0,22.0,4.0,108.0,2379.0,16.5,73.0,3.0,22.0,4.0,108.0,2379.0,16.5,73.0,3.0,94,datsun 610,94,datsun 610,94,datsun 610
18.0,3,70.0,90,2124,13.5,73,3,maxda rx3,18.0,3.0,70.0,2124.0,13.5,73.0,3.0,18.0,3.0,70.0,2124.0,13.5,73.0,3.0,18.0,3.0,70.0,2124.0,13.5,73.0,3.0,90,maxda rx3,90,maxda rx3,90,maxda rx3
19.0,4,122.0,85,2310,18.5,73,1,ford pinto,19.0,4.0,122.0,2310.0,18.5,73.0,1.0,19.0,4.0,122.0,2310.0,18.5,73.0,1.0,19.0,4.0,122.0,2310.0,18.5,73.0,1.0,85,ford pinto,85,ford pinto,85,ford pinto
21.0,6,155.0,107,2472,14.0,73,1,mercury capri v6,21.0,6.0,155.0,2472.0,14.0,73.0,1.0,21.0,6.0,155.0,2472.0,14.0,73.0,1.0,21.0,6.0,155.0,2472.0,14.0,73.0,1.0,107,mercury capri v6,107,mercury capri v6,107,mercury capri v6
26.0,4,98.0,90,2265,15.5,73,2,fiat 124 sport coupe,26.0,4.0,98.0,2265.0,15.5,73.0,2.0,26.0,4.0,98.0,2265.0,15.5,73.0,2.0,26.0,4.0,98.0,2265.0,15.5,73.0,2.0,90,fiat 124 sport coupe,90,fiat 124 sport coupe,90,fiat 124 sport coupe
15.0,8,350.0,145,4082,13.0,73,1,chevrolet monte carlo s,15.0,8.0,350.0,4082.0,13.0,73.0,1.0,15.0,8.0,350.0,4082.0,13.0,73.0,1.0,15.0,8.0,350.0,4082.0,13.0,73.0,1.0,145,chevrolet monte carlo s,145,chevrolet monte carlo s,145,chevrolet monte carlo s
16.0,8,400.0,230,4278,9.5,73,1,pontiac grand prix,16.0,8.0,400.0,4278.0,9.5,73.0,1.0,16.0,8.0,400.0,4278.0,9.5,73.0,1.0,16.0,8.0,400.0,4278.0,9.5,73.0,1.0,230,pontiac grand prix,230,pontiac grand prix,230,pontiac grand prix
29.0,4,68.0,49,1867,19.5,73,2,fiat 128,29.0,4.0,68.0,1867.0,19.5,73.0,2.0,29.0,4.0,68.0,1867.0,19.5,73.0,2.0,29.0,4.0,68.0,1867.0,19.5,73.0,2.0,49,fiat 128,49,fiat 128,49,fiat 128
24.0,4,116.0,75,2158,15.5,73,2,opel manta,24.0,4.0,116.0,2158.0,15.5,73.0,2.0,24.0,4.0,116.0,2158.0,15.5,73.0,2.0,24.0,4.0,116.0,2158.0,15.5,73.0,2.0,75,opel manta,75,opel manta,75,opel manta
20.0,4,114.0,91,2582,14.0,73,2,audi 100ls,20.0,4.0,114.0,2582.0,14.0,73.0,2.0,20.0,4.0,114.0,2582.0,14.0,73.0,2.0,20.0,4.0,114.0,2582.0,14.0,73.0,2.0,91,audi 100ls,91,audi 100ls,91,audi 100ls
19.0,4,121.0,112,2868,15.5,73,2,volvo 144ea,19.0,4.0,121.0,2868.0,15.5,73.0,2.0,19.0,4.0,121.0,2868.0,15.5,73.0,2.0,19.0,4.0,121.0,2868.0,15.5,73.0,2.0,112,volvo 144ea,112,volvo 144ea,112,volvo 144ea
15.0,8,318.0,150,3399,11.0,73,1,dodge dart custom,15.0,8.0,318.0,3399.0,11.0,73.0,1.0,15.0,8.0,318.0,3399.0,11.0,73.0,1.0,15.0,8.0,318.0,3399.0,11.0,73.0,1.0,150,dodge dart custom,150,dodge dart custom,150,dodge dart custom
24.0,4,121.0,110,2660,14.0,73,2,saab 99le,24.0,4.0,121.0,2660.0,14.0,73.0,2.0,24.0,4.0,121.0,2660.0,14.0,73.0,2.0,24.0,4.0,121.0,2660.0,14.0,73.0,2.0,110,saab 99le,110,saab 99le,110,saab 99le
20.0,6,156.0,122,2807,13.5,73,3,toyota mark ii,20.0,6.0,156.0,2807.0,13.5,73.0,3.0,20.0,6.0,156.0,2807.0,13.5,73.0,3.0,20.0,6.0,156.0,2807.0,13.5,73.0,3.0,122,toyota mark ii,122,toyota mark ii,122,toyota mark ii
11.0,8,350.0,180,3664,11.0,73,1,oldsmobile omega,11.0,8.0,350.0,3664.0,11.0,73.0,1.0,11.0,8.0,350.0,3664.0,11.0,73.0,1.0,11.0,8.0,350.0,3664.0,11.0,73.0,1.0,180,oldsmobile omega,180,oldsmobile omega,180,oldsmobile omega
20.0,6,198.0,95,3102,16.5,74,1,plymouth duster,20.0,6.0,198.0,3102.0,16.5,74.0,1.0,20.0,6.0,198.0,3102.0,16.5,74.0,1.0,20.0,6.0,198.0,3102.0,16.5,74.0,1.0,95,plymouth duster,95,plymouth duster,95,plymouth duster
21.0,6,200.0,?,2875,17.0,74,1,ford maverick,21.0,6.0,200.0,2875.0,17.0,74.0,1.0,21.0,6.0,200.0,2875.0,17.0,74.0,1.0,21.0,6.0,200.0,2875.0,17.0,74.0,1.0,?,ford maverick,?,ford maverick,?,ford maverick
19.0,6,232.0,100,2901,16.0,74,1,amc hornet,19.0,6.0,232.0,2901.0,16.0,74.0,1.0,19.0,6.0,232.0,2901.0,16.0,74.0,1.0,19.0,6.0,232.0,2901.0,16.0,74.0,1.0,100,amc hornet,100,amc hornet,100,amc hornet
15.0,6,250.0,100,3336,17.0,74,1,chevrolet nova,15.0,6.0,250.0,3336.0,17.0,74.0,1.0,15.0,6.0,250.0,3336.0,17.0,74.0,1.0,15.0,6.0,250.0,3336.0,17.0,74.0,1.0,100,chevrolet nova,100,chevrolet nova,100,chevrolet nova
31.0,4,79.0,67,1950,19.0,74,3,datsun b210,31.0,4.0,79.0,1950.0,19.0,74.0,3.0,31.0,4.0,79.0,1950.0,19.0,74.0,3.0,31.0,4.0,79.0,1950.0,19.0,74.0,3.0,67,datsun b210,67,datsun b210,67,datsun b210
26.0,4,122.0,80,2451,16.5,74,1,ford pinto,26.0,4.0,122.0,2451.0,16.5,74.0,1.0,26.0,4.0,122.0,2451.0,16.5,74.0,1.0,26.0,4.0,122.0,2451.0,16.5,74.0,1.0,80,ford pinto,80,ford pinto,80,ford pinto
32.0,4,71.0,65,1836,21.0,74,3,toyota corolla 1200,32.0,4.0,71.0,1836.0,21.0,74.0,3.0,32.0,4.0,71.0,1836.0,21.0,74.0,3.0,32.0,4.0,71.0,1836.0,21.0,74.0,3.0,65,toyota corolla 1200,65,toyota corolla 1200,65,toyota corolla 1200
25.0,4,140.0,75,2542,17.0,74,1,chevrolet vega,25.0,4.0,140.0,2542.0,17.0,74.0,1.0,25.0,4.0,140.0,2542.0,17.0,74.0,1.0,25.0,4.0,140.0,2542.0,17.0,74.0,1.0,75,chevrolet vega,75,chevrolet vega,75,chevrolet vega
16.0,6,250.0,100,3781,17.0,74,1,chevrolet chevelle malibu classic,16.0,6.0,250.0,3781.0,17.0,74.0,1.0,16.0,6.0,250.0,3781.0,17.0,74.0,1.0,16.0,6.0,250.0,3781.0,17.0,74.0,1.0,100,chevrolet chevelle malibu classic,100,chevrolet chevelle malibu classic,100,chevrolet chevelle malibu classic
16.0,6,258.0,110,3632,18.0,74,1,amc matador,16.0,6.0,258.0,3632.0,18.0,74.0,1.0,16.0,6.0,258.0,3632.0,18.0,74.0,1.0,16.0,6.0,258.0,3632.0,18.0,74.0,1.0,110,amc matador,110,amc matador,110,amc matador
18.0,6,225.0,105,3613,16.5,74,1,plymouth satellite sebring,18.0,6.0,225.0,3613.0,16.5,74.0,1.0,18.0,6.0,225.0,3613.0,16.5,74.0,1.0,18.0,6.0,225.0,3613.0,16.5,74.0,1.0,105,plymouth satellite sebring,105,plymouth satellite sebring,105,plymouth satellite sebring
16.0,8,302.0,140,4141,14.0,74,1,ford gran torino,16.0,8.0,302.0,4141.0,14.0,74.0,1.0,16.0,8.0,302.0,4141.0,14.0,74.0,1.0,16.0,8.0,302.0,4141.0,14.0,74.0,1.0,140,ford gran torino,140,ford gran torino,140,ford gran torino
13.0,8,350.0,150,4699,14.5,74,1,buick century luxus (sw),13.0,8.0,350.0,4699.0,14.5,74.0,1.0,13.0,8.0,350.0,4699.0,14.5,74.0,1.0,13.0,8.0,350.0,4699.0,14.5,74.0,1.0,150,buick century luxus (sw),150,buick century luxus (sw),150,buick century luxus (sw)
14.0,8,318.0,150,4457,13.5,74,1,dodge coronet custom (sw),14.0,8.0,318.0,4457.0,13.5,74.0,1.0,14.0,8.0,318.0,4457.0,13.5,74.0,1.0,14.0,8.0,318.0,4457.0,13.5,74.0,1.0,150,dodge coronet custom (sw),150,dodge coronet custom (sw),150,dodge coronet custom (sw)
14.0,8,302.0,140,4638,16.0,74,1,ford gran torino (sw),14.0,8.0,302.0,4638.0,16.0,74.0,1.0,14.0,8.0,302.0,4638.0,16.0,74.0,1.0,14.0,8.0,302.0,4638.0,16.0,74.0,1.0,140,ford gran torino (sw),140,ford gran torino (sw),140,ford gran torino (sw)
14.0,8,304.0,150,4257,15.5,74,1,amc matador (sw),14.0,8.0,304.0,4257.0,15.5,74.0,1.0,14.0,8.0,304.0,4257.0,15.5,74.0,1.0,14.0,8.0,304.0,4257.0,15.5,74.0,1.0,150,amc matador (sw),150,amc matador (sw),150,amc matador (sw)
29.0,4,98.0,83,2219,16.5,74,2,audi fox,29.0,4.0,98.0,2219.0,16.5,74.0,2.0,29.0,4.0,98.0,2219.0,16.5,74.0,2.0,29.0,4.0,98.0,2219.0,16.5,74.0,2.0,83,audi fox,83,audi fox,83,audi fox
26.0,4,79.0,67,1963,15.5,74,2,volkswagen dasher,26.0,4.0,79.0,1963.0,15.5,74.0,2.0,26.0,4.0,79.0,1963.0,15.5,74.0,2.0,26.0,4.0,79.0,1963.0,15.5,74.0,2.0,67,volkswagen dasher,67,volkswagen dasher,67,volkswagen dasher
26.0,4,97.0,78,2300,14.5,74,2,opel manta,26.0,4.0,97.0,2300.0,14.5,74.0,2.0,26.0,4.0,97.0,2300.0,14.5,74.0,2.0,26.0,4.0,97.0,2300.0,14.5,74.0,2.0,78,opel manta,78,opel manta,78,opel manta
31.0,4,76.0,52,1649,16.5,74,3,toyota corona,31.0,4.0,76.0,1649.0,16.5,74.0,3.0,31.0,4.0,76.0,1649.0,16.5,74.0,3.0,31.0,4.0,76.0,1649.0,16.5,74.0,3.0,52,toyota corona,52,toyota corona,52,toyota corona
32.0,4,83.0,61,2003,19.0,74,3,datsun 710,32.0,4.0,83.0,2003.0,19.0,74.0,3.0,32.0,4.0,83.0,2003.0,19.0,74.0,3.0,32.0,4.0,83.0,2003.0,19.0,74.0,3.0,61,datsun 710,61,datsun 710,61,datsun 710
28.0,4,90.0,75,2125,14.5,74,1,dodge colt,28.0,4.0,90.0,2125.0,14.5,74.0,1.0,28.0,4.0,90.0,2125.0,14.5,74.0,1.0,28.0,4.0,90.0,2125.0,14.5,74.0,1.0,75,dodge colt,75,dodge colt,75,dodge colt
24.0,4,90.0,75,2108,15.5,74,2,fiat 128,24.0,4.0,90.0,2108.0,15.5,74.0,2.0,24.0,4.0,90.0,2108.0,15.5,74.0,2.0,24.0,4.0,90.0,2108.0,15.5,74.0,2.0,75,fiat 128,75,fiat 128,75,fiat 128
26.0,4,116.0,75,2246,14.0,74,2,fiat 124 tc,26.0,4.0,116.0,2246.0,14.0,74.0,2.0,26.0,4.0,116.0,2246.0,14.0,74.0,2.0,26.0,4.0,116.0,2246.0,14.0,74.0,2.0,75,fiat 124 tc,75,fiat 124 tc,75,fiat 124 tc
24.0,4,120.0,97,2489,15.0,74,3,honda civic,24.0,4.0,120.0,2489.0,15.0,74.0,3.0,24.0,4.0,120.0,2489.0,15.0,74.0,3.0,24.0,4.0,120.0,2489.0,15.0,74.0,3.0,97,honda civic,97,honda civic,97,honda civic
26.0,4,108.0,93,2391,15.5,74,3,subaru,26.0,4.0,108.0,2391.0,15.5,74.0,3.0,26.0,4.0,108.0,2391.0,15.5,74.0,3.0,26.0,4.0,108.0,2391.0,15.5,74.0,3.0,93,subaru,93,subaru,93,subaru
31.0,4,79.0,67,2000,16.0,74,2,fiat x1.9,31.0,4.0,79.0,2000.0,16.0,74.0,2.0,31.0,4.0,79.0,2000.0,16.0,74.0,2.0,31.0,4.0,79.0,2000.0,16.0,74.0,2.0,67,fiat x1.9,67,fiat x1.9,67,fiat x1.9
19.0,6,225.0,95,3264,16.0,75,1,plymouth valiant custom,19.0,6.0,225.0,3264.0,16.0,75.0,1.0,19.0,6.0,225.0,3264.0,16.0,75.0,1.0,19.0,6.0,225.0,3264.0,16.0,75.0,1.0,95,plymouth valiant custom,95,plymouth valiant custom,95,plymouth valiant custom
18.0,6,250.0,105,3459,16.0,75,1,chevrolet nova,18.0,6.0,250.0,3459.0,16.0,75.0,1.0,18.0,6.0,250.0,3459.0,16.0,75.0,1.0,18.0,6.0,250.0,3459.0,16.0,75.0,1.0,105,chevrolet nova,105,chevrolet nova,105,chevrolet nova
15.0,6,250.0,72,3432,21.0,75,1,mercury monarch,15.0,6.0,250.0,3432.0,21.0,75.0,1.0,15.0,6.0,250.0,3432.0,21.0,75.0,1.0,15.0,6.0,250.0,3432.0,21.0,75.0,1.0,72,mercury monarch,72,mercury monarch,72,mercury monarch
